ID,CreationDate,TransactionDate,EmployeeID
776,11/06/2020,09/06/2020,6
777,16/05/2020,16/05/2020,2
778,21/09/2020,19/09/2020,5
779,20/08/2020,18/08/2020,4
780,15/03/2020,15/03/2020,10
781,04/05/2020,04/05/2020,2
782,14/06/2020,13/06/2020,1
783,08/06/2020,06/06/2020,10
784,10/05/2020,09/05/2020,6
785,23/05/2020,21/05/2020,7
786,03/08/2020,03/08/2020,4
787,17/08/2020,15/08/2020,10
788,15/05/2020,14/05/2020,4
789,22/05/2020,22/05/2020,2
790,15/03/2020,15/03/2020,5
791,10/09/2020,08/09/2020,3
792,30/05/2020,29/05/2020,5
793,04/05/2020,04/05/2020,10
794,24/08/2020,24/08/2020,6
795,11/06/2020,10/06/2020,3
796,02/03/2020,29/02/2020,3
797,23/06/2020,22/06/2020,7
798,26/09/2020,26/09/2020,8
799,06/05/2020,06/05/2020,2
800,17/08/2020,16/08/2020,6
801,25/08/2020,24/08/2020,7
802,23/08/2020,21/08/2020,2
803,15/09/2020,14/09/2020,5
804,28/07/2020,27/07/2020,3
805,11/02/2020,10/02/2020,7
806,16/08/2020,14/08/2020,9
807,04/09/2020,04/09/2020,2
808,14/06/2020,12/06/2020,3
809,26/03/2020,26/03/2020,3
810,02/08/2020,31/07/2020,8
811,23/02/2020,23/02/2020,10
812,04/08/2020,02/08/2020,9
813,02/07/2020,01/07/2020,5
814,27/06/2020,25/06/2020,1
815,06/08/2020,04/08/2020,3
816,06/05/2020,04/05/2020,8
817,20/05/2020,19/05/2020,6
818,19/07/2020,18/07/2020,2
819,12/03/2020,10/03/2020,2
820,02/02/2020,02/02/2020,5
821,06/02/2020,06/02/2020,4
822,14/01/2020,14/01/2020,1
823,11/07/2020,11/07/2020,4
824,26/05/2020,24/05/2020,9
825,27/05/2020,27/05/2020,1
826,14/03/2020,13/03/2020,6
827,13/06/2020,12/06/2020,7
828,29/03/2020,28/03/2020,9
829,28/08/2020,26/08/2020,6
830,06/01/2020,06/01/2020,8
831,08/09/2020,06/09/2020,4
832,27/05/2020,27/05/2020,2
833,18/02/2020,16/02/2020,3
834,27/09/2020,26/09/2020,3
835,20/08/2020,18/08/2020,2
836,19/04/2020,18/04/2020,5
837,10/02/2020,09/02/2020,1
838,10/04/2020,10/04/2020,9
839,25/02/2020,23/02/2020,8
840,18/03/2020,17/03/2020,6
841,25/07/2020,25/07/2020,2
842,29/02/2020,27/02/2020,3
843,17/08/2020,16/08/2020,2
844,13/06/2020,13/06/2020,8
845,13/01/2020,11/01/2020,3
846,14/08/2020,13/08/2020,8
847,31/01/2020,29/01/2020,4
848,15/06/2020,13/06/2020,9
849,30/09/2020,29/09/2020,9
850,10/06/2020,09/06/2020,4
851,19/01/2020,17/01/2020,9
852,19/03/2020,19/03/2020,7
853,31/08/2020,29/08/2020,10
854,17/06/2020,16/06/2020,2
855,29/01/2020,28/01/2020,7
856,03/06/2020,02/06/2020,5
857,18/07/2020,18/07/2020,9
858,05/07/2020,03/07/2020,6
859,11/01/2020,10/01/2020,1
860,15/08/2020,14/08/2020,3
861,29/08/2020,28/08/2020,1
862,08/02/2020,06/02/2020,9
863,02/09/2020,02/09/2020,5
864,27/09/2020,26/09/2020,2
865,18/08/2020,16/08/2020,2
866,11/07/2020,10/07/2020,5
867,26/06/2020,24/06/2020,5
868,07/04/2020,05/04/2020,6
869,21/03/2020,19/03/2020,8
870,30/06/2020,28/06/2020,10
871,24/01/2020,23/01/2020,9
872,12/05/2020,12/05/2020,10
873,15/03/2020,13/03/2020,2
874,03/09/2020,02/09/2020,10
875,25/05/2020,25/05/2020,5
876,15/09/2020,15/09/2020,1
877,21/05/2020,20/05/2020,9
878,17/04/2020,16/04/2020,10
879,08/08/2020,07/08/2020,5
880,28/04/2020,27/04/2020,9
881,02/09/2020,02/09/2020,3
882,15/05/2020,14/05/2020,10
883,04/01/2020,03/01/2020,7
884,30/09/2020,28/09/2020,6
885,16/01/2020,16/01/2020,8
886,22/08/2020,22/08/2020,4
887,06/08/2020,06/08/2020,5
888,24/01/2020,22/01/2020,4
889,26/02/2020,24/02/2020,8
890,23/04/2020,23/04/2020,10
891,10/04/2020,09/04/2020,2
892,23/06/2020,23/06/2020,8
893,17/08/2020,17/08/2020,3
894,02/01/2020,02/01/2020,8
895,22/07/2020,20/07/2020,10
896,29/08/2020,28/08/2020,1
897,09/08/2020,07/08/2020,1
898,17/02/2020,17/02/2020,3
899,15/07/2020,15/07/2020,7
900,22/06/2020,20/06/2020,4
901,05/07/2020,03/07/2020,2
902,19/01/2020,19/01/2020,6
903,08/02/2020,06/02/2020,10
904,20/09/2020,18/09/2020,1
905,14/04/2020,12/04/2020,7
906,15/05/2020,15/05/2020,7
907,04/03/2020,02/03/2020,8
908,07/08/2020,06/08/2020,6
909,24/08/2020,22/08/2020,4
910,23/04/2020,21/04/2020,4
911,23/02/2020,22/02/2020,6
912,20/01/2020,19/01/2020,9
913,08/04/2020,08/04/2020,8
914,15/06/2020,15/06/2020,8
915,01/05/2020,29/04/2020,5
916,03/02/2020,02/02/2020,8
917,23/03/2020,23/03/2020,10
918,02/09/2020,01/09/2020,2
919,28/04/2020,27/04/2020,9
920,07/04/2020,06/04/2020,9
921,06/09/2020,05/09/2020,5
922,05/05/2020,05/05/2020,6
923,19/08/2020,19/08/2020,7
924,14/02/2020,14/02/2020,7
925,23/01/2020,23/01/2020,2
926,01/04/2020,01/04/2020,7
927,12/09/2020,12/09/2020,6
928,10/02/2020,09/02/2020,5
929,19/05/2020,17/05/2020,3
930,07/08/2020,07/08/2020,2
931,05/01/2020,04/01/2020,3
932,28/05/2020,27/05/2020,5
933,27/02/2020,25/02/2020,2
934,08/08/2020,07/08/2020,8
935,05/03/2020,05/03/2020,2
936,02/09/2020,02/09/2020,10
937,04/06/2020,02/06/2020,7
938,08/08/2020,08/08/2020,8
939,08/02/2020,06/02/2020,4
940,16/07/2020,14/07/2020,2
941,18/01/2020,18/01/2020,7
942,05/07/2020,04/07/2020,3
943,13/01/2020,13/01/2020,2
944,10/03/2020,10/03/2020,2
945,25/07/2020,23/07/2020,7
946,24/09/2020,23/09/2020,2
947,10/06/2020,10/06/2020,1
948,15/09/2020,13/09/2020,6
949,25/02/2020,24/02/2020,6
950,08/01/2020,08/01/2020,4
951,11/07/2020,09/07/2020,8
952,14/08/2020,14/08/2020,10
953,08/01/2020,07/01/2020,7
954,24/05/2020,24/05/2020,4
955,17/09/2020,16/09/2020,4
956,17/03/2020,17/03/2020,8
957,13/09/2020,11/09/2020,8
958,14/03/2020,12/03/2020,6
959,23/01/2020,23/01/2020,7
960,02/07/2020,01/07/2020,2
961,10/05/2020,09/05/2020,6
962,12/04/2020,12/04/2020,5
963,19/08/2020,17/08/2020,4
964,03/07/2020,02/07/2020,10
965,20/09/2020,19/09/2020,3
966,31/05/2020,30/05/2020,8
967,04/07/2020,02/07/2020,9
968,02/04/2020,31/03/2020,8
969,18/09/2020,18/09/2020,6
970,25/04/2020,24/04/2020,10
971,09/07/2020,09/07/2020,9
972,11/04/2020,09/04/2020,8
973,06/06/2020,06/06/2020,1
974,14/03/2020,14/03/2020,6
975,09/02/2020,09/02/2020,8
976,09/08/2020,09/08/2020,6
977,06/07/2020,05/07/2020,9
978,25/05/2020,25/05/2020,10
979,20/04/2020,20/04/2020,1
980,20/05/2020,19/05/2020,8
981,14/06/2020,12/06/2020,4
982,27/09/2020,26/09/2020,5
983,08/06/2020,07/06/2020,10
984,03/02/2020,02/02/2020,1
985,15/02/2020,15/02/2020,4
986,05/09/2020,05/09/2020,6
987,29/09/2020,29/09/2020,9
988,13/07/2020,12/07/2020,2
989,07/05/2020,07/05/2020,6
990,29/01/2020,29/01/2020,2
991,02/05/2020,02/05/2020,5
992,08/05/2020,06/05/2020,8
993,20/01/2020,18/01/2020,2
994,09/09/2020,07/09/2020,8
995,09/03/2020,07/03/2020,3
996,26/01/2020,25/01/2020,8
997,06/04/2020,05/04/2020,2
998,19/01/2020,18/01/2020,1
999,29/05/2020,29/05/2020,5
1000,29/09/2020,29/09/2020,8
